fts_cohort,fts_sub_consolidated,free_trial_fts,non_uploader,fts_refund_chargeback,renewal_refund_chargeback,renewal_gross,fts_gross,fts_net,renewal_net,net_gross_retention,net_net_retention,gross_gross_retention,gross_net_retention,predicted_retention
2019-09-01,premium yearly,0,1,30,3.0,92.0,166,136.0,89.0,0.536144578313253,0.6544117647058824,0.5542168674698795,0.6764705882352942,0
2019-09-01,pro,0,0,62,43.0,1249.0,1553,1491.0,1206.0,0.7765614938828075,0.8088531187122736,0.8042498390212492,0.8376928236083165,0
2019-09-01,pro,0,1,88,20.0,721.0,970,882.0,701.0,0.722680412371134,0.7947845804988662,0.743298969072165,0.8174603174603174,0
2019-09-01,pro,1,0,1,1.0,35.0,44,43.0,34.0,0.7727272727272727,0.7906976744186046,0.7954545454545454,0.813953488372093,0
2019-09-01,pro,1,1,67,29.0,433.0,661,594.0,404.0,0.6111951588502269,0.6801346801346801,0.6550680786686838,0.7289562289562289,0
2019-10-01,business,0,0,34,7.0,194.0,261,227.0,187.0,0.7164750957854407,0.8237885462555066,0.7432950191570882,0.8546255506607929,0
2019-10-01,business,0,1,26,3.0,103.0,149,123.0,100.0,0.6711409395973155,0.8130081300813008,0.6912751677852349,0.8373983739837398,0
2019-10-01,business,1,0,1,2.0,17.0,20,19.0,15.0,0.75,0.7894736842105263,0.85,0.8947368421052632,0
2019-10-01,business,1,1,31,3.0,104.0,168,137.0,101.0,0.6011904761904762,0.7372262773722628,0.6190476190476191,0.7591240875912408,0
2019-10-01,other,0,0,4,2.0,42.0,54,50.0,40.0,0.7407407407407407,0.8,0.7777777777777778,0.84,0
2019-10-01,other,0,1,2,2.0,32.0,46,44.0,30.0,0.6521739130434783,0.6818181818181818,0.6956521739130435,0.7272727272727273,0
2019-10-01,other,1,0,0,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0
2019-10-01,other,1,1,6,0.0,8.0,69,63.0,8.0,0.11594202898550725,0.12698412698412698,0.11594202898550725,0.12698412698412698,0
2019-10-01,plus yearly,0,0,171,136.0,4797.0,6111,5940.0,4661.0,0.7627229585992472,0.7846801346801346,0.7849779086892489,0.8075757575757576,0
2019-10-01,plus yearly,0,1,263,65.0,2217.0,3030,2767.0,2152.0,0.7102310231023102,0.7777376219732562,0.7316831683168317,0.8012287676183593,0
2019-10-01,plus yearly,1,0,0,3.0,69.0,102,102.0,66.0,0.6470588235294118,0.6470588235294118,0.6764705882352942,0.6764705882352942,0
2019-10-01,plus yearly,1,1,248,73.0,1592.0,2909,2661.0,1519.0,0.5221725678927467,0.5708380308154829,0.5472671020969405,0.598271326568959,0
2019-10-01,premium yearly,0,0,26,7.0,114.0,162,136.0,107.0,0.6604938271604939,0.7867647058823529,0.7037037037037037,0.8382352941176471,0
2019-10-01,premium yearly,0,1,28,6.0,93.0,154,126.0,87.0,0.564935064935065,0.6904761904761905,0.6038961038961039,0.7380952380952381,0
2019-10-01,pro,0,0,51,46.0,1224.0,1562,1511.0,1178.0,0.7541613316261203,0.7796161482461945,0.7836107554417413,0.8100595632031767,0
2019-10-01,pro,0,1,88,24.0,646.0,901,813.0,622.0,0.6903440621531631,0.7650676506765067,0.7169811320754716,0.7945879458794588,0
2019-10-01,pro,1,0,0,3.0,36.0,43,43.0,33.0,0.7674418604651163,0.7674418604651163,0.8372093023255814,0.8372093023255814,0
2019-10-01,pro,1,1,79,16.0,466.0,698,619.0,450.0,0.6446991404011462,0.7269789983844911,0.667621776504298,0.752827140549273,0
2019-11-01,business,0,0,11,10.0,162.0,205,194.0,152.0,0.7414634146341463,0.7835051546391752,0.7902439024390244,0.8350515463917526,0
2019-11-01,business,0,1,22,2.0,115.0,152,130.0,113.0,0.743421052631579,0.8692307692307693,0.756578947368421,0.8846153846153846,0
2019-11-01,business,1,0,0,0.0,18.0,22,22.0,18.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0
2019-11-01,business,1,1,49,3.0,128.0,211,162.0,125.0,0.5924170616113744,0.7716049382716049,0.6066350710900474,0.7901234567901234,0
2019-11-01,other,0,0,4,2.0,34.0,42,38.0,32.0,0.7619047619047619,0.8421052631578947,0.8095238095238095,0.8947368421052632,0
2019-11-01,other,0,1,1,2.0,34.0,47,46.0,32.0,0.6808510638297872,0.6956521739130435,0.723404255319149,0.7391304347826086,0
2019-11-01,other,1,0,0,0.0,1.0,4,4.0,1.0,0.25,0.25,0.25,0.25,0
2019-11-01,other,1,1,7,0.0,10.0,70,63.0,10.0,0.14285714285714285,0.15873015873015872,0.14285714285714285,0.15873015873015872,0
2019-11-01,plus yearly,0,0,139,111.0,4226.0,5388,5249.0,4115.0,0.7637342242019303,0.7839588493046294,0.7843355605048256,0.8051057344256048,0
2019-11-01,plus yearly,0,1,219,55.0,1703.0,2395,2176.0,1648.0,0.6881002087682673,0.7573529411764706,0.7110647181628392,0.7826286764705882,0
2019-11-01,plus yearly,1,0,1,2.0,78.0,105,104.0,76.0,0.7238095238095238,0.7307692307692307,0.7428571428571429,0.75,0
2019-11-01,plus yearly,1,1,414,117.0,2366.0,4372,3958.0,2249.0,0.5144098810612991,0.5682162708438605,0.541171088746569,0.5977766548762001,0
2019-11-01,premium yearly,0,0,21,12.0,131.0,185,164.0,119.0,0.6432432432432432,0.725609756097561,0.7081081081081081,0.7987804878048781,0
2019-11-01,premium yearly,0,1,23,9.0,83.0,133,110.0,74.0,0.556390977443609,0.6727272727272727,0.6240601503759399,0.7545454545454545,0
2019-11-01,pro,0,0,63,36.0,1103.0,1425,1362.0,1067.0,0.7487719298245614,0.7834067547723935,0.7740350877192983,0.8098384728340675,0
2019-11-01,pro,0,1,73,29.0,639.0,863,790.0,610.0,0.7068366164542295,0.7721518987341772,0.7404403244495944,0.8088607594936709,0
2019-11-01,pro,1,0,1,2.0,52.0,65,64.0,50.0,0.7692307692307693,0.78125,0.8,0.8125,0
2019-11-01,pro,1,1,105,34.0,547.0,833,728.0,513.0,0.6158463385354142,0.7046703296703297,0.6566626650660264,0.7513736263736264,0
2019-12-01,business,0,0,14,4.0,144.0,196,182.0,140.0,0.7142857142857143,0.7692307692307693,0.7346938775510204,0.7912087912087912,0
2019-12-01,business,0,1,21,4.0,124.0,155,134.0,120.0,0.7741935483870968,0.8955223880597015,0.8,0.9253731343283582,0
2019-12-01,business,1,0,1,0.0,15.0,20,19.0,15.0,0.75,0.7894736842105263,0.75,0.7894736842105263,0
2019-12-01,business,1,1,37,3.0,141.0,221,184.0,138.0,0.6244343891402715,0.75,0.6380090497737556,0.7663043478260869,0
2019-12-01,other,0,0,3,1.0,27.0,39,36.0,26.0,0.6666666666666666,0.7222222222222222,0.6923076923076923,0.75,0
2019-12-01,other,0,1,5,4.0,33.0,44,39.0,29.0,0.6590909090909091,0.7435897435897436,0.75,0.8461538461538461,0
2019-12-01,other,1,0,0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0
2019-12-01,other,1,1,0,0.0,3.0,42,42.0,3.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0
2019-12-01,plus yearly,0,0,144,120.0,3981.0,5079,4935.0,3861.0,0.7601890135853514,0.782370820668693,0.7838157117542823,0.8066869300911854,0
2019-12-01,plus yearly,0,1,223,53.0,1844.0,2574,2351.0,1791.0,0.6958041958041958,0.761803487877499,0.7163947163947164,0.7843470863462356,0
2019-12-01,plus yearly,1,0,2,3.0,92.0,119,117.0,89.0,0.7478991596638656,0.7606837606837606,0.773109243697479,0.7863247863247863,0
2019-12-01,plus yearly,1,1,555,153.0,2983.0,5397,4842.0,2830.0,0.5243653881786178,0.5844692275919041,0.5527144710024088,0.6160677406030566,0
2019-12-01,premium yearly,0,0,14,3.0,123.0,167,153.0,120.0,0.718562874251497,0.7843137254901961,0.7365269461077845,0.803921568627451,0
2019-12-01,premium yearly,0,1,22,4.0,110.0,176,154.0,106.0,0.6022727272727273,0.6883116883116883,0.625,0.7142857142857143,0
2019-12-01,pro,0,0,52,42.0,930.0,1195,1143.0,888.0,0.7430962343096235,0.7769028871391076,0.7782426778242678,0.8136482939632546,0
2019-12-01,pro,0,1,63,21.0,589.0,805,742.0,568.0,0.7055900621118012,0.7654986522911051,0.7316770186335404,0.793800539083558,0
2019-12-01,pro,1,0,1,4.0,39.0,49,48.0,35.0,0.7142857142857143,0.7291666666666666,0.7959183673469388,0.8125,0
2019-12-01,pro,1,1,95,30.0,627.0,956,861.0,597.0,0.6244769874476988,0.6933797909407665,0.6558577405857741,0.7282229965156795,0
2020-01-01,business,0,0,10,3.0,154.0,188,178.0,151.0,0.8031914893617021,0.848314606741573,0.8191489361702128,0.8651685393258427,0
2020-01-01,business,0,1,12,4.0,97.0,127,115.0,93.0,0.7322834645669292,0.808695652173913,0.7637795275590551,0.8434782608695652,0
2020-01-01,business,1,0,0,1.0,12.0,13,13.0,11.0,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.9230769230769231,0
2020-01-01,business,1,1,61,6.0,121.0,227,166.0,115.0,0.5066079295154186,0.6927710843373494,0.5330396475770925,0.7289156626506024,0
2020-01-01,other,0,0,1,1.0,30.0,36,35.0,29.0,0.8055555555555556,0.8285714285714286,0.8333333333333334,0.8571428571428571,0
2020-01-01,other,0,1,4,1.0,45.0,62,58.0,44.0,0.7096774193548387,0.7586206896551724,0.7258064516129032,0.7758620689655172,0
2020-01-01,other,1,0,1,0.0,2.0,7,6.0,2.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,0
2020-01-01,other,1,1,4,0.0,13.0,65,61.0,13.0,0.2,0.21311475409836064,0.2,0.21311475409836064,0
2020-01-01,plus yearly,0,0,158,120.0,4536.0,5748,5590.0,4416.0,0.7682672233820459,0.7899821109123435,0.7891440501043842,0.8114490161001789,0
